,page,country,rev_id
44960,Josef Lux,Czech Republic,779849059.0
44961,Miroslav Macek,Czech Republic,779849258.0
44962,Ladislav Miko,Czech Republic,779849694.0
44963,Džamila Stehlíková,Czech Republic,779849767.0
44964,Jozef Moravčík,Czech Republic,780051829.0
44965,Milan Uhde,Czech Republic,780321961.0
44966,František Pitra,Czech Republic,780534080.0
44967,Oldřich Černík,Czech Republic,780534267.0
44968,Otakar Motejl,Czech Republic,780868492.0
44969,Ludwig Czech,Czech Republic,780887131.0
44970,Rudolf Beran,Czech Republic,780921783.0
44971,Victor Adler,Czech Republic,782058966.0
44972,Emil Beier,Czech Republic,782384016.0
44973,Bruno Kafka,Czech Republic,783065752.0
44974,Lucie Talmanová,Czech Republic,783711789.0
44975,Martin Mejstřík,Czech Republic,783737915.0
44976,Vlastimil Tusar,Czech Republic,784145485.0
44977,Petr Bendl,Czech Republic,784826685.0
44978,Petr Gandalovič,Czech Republic,784826720.0
44979,Tomáš Vandas,Czech Republic,784968648.0
44980,Robert Mayr-Harting,Czech Republic,785085345.0
44981,Karel Havlíček Borovský,Czech Republic,785407597.0
44982,Jan Černý,Czech Republic,786162238.0
44983,Josef Frank (politician),Czech Republic,786399604.0
44984,Philip Kinsky of Wchinitz and Tettau,Czech Republic,786612217.0
44985,Luboš Dobrovský,Czech Republic,787952395.0
44986,Bedřich Moldan,Czech Republic,787952868.0
44987,Martin Palouš,Czech Republic,788015952.0
44988,Hermann Zwierzina,Czech Republic,788121309.0
44989,Eduard Zeman,Czech Republic,788178766.0
44990,Richard Bienert,Czech Republic,788410657.0
44991,Václav Hampl,Czech Republic,789102318.0
44992,Miroslav Grebeníček,Czech Republic,789546047.0
44993,Vlasta Štěpová,Czech Republic,789546066.0
44994,Egon Lánský,Czech Republic,789546079.0
44995,Antonín Prachař,Czech Republic,789546102.0
44996,Milan Horálek,Czech Republic,789546147.0
44997,Antonín Novotný,Czech Republic,790372008.0
44998,Zuzana Brzobohatá,Czech Republic,790608148.0
44999,Alena Palečková,Czech Republic,790608180.0
45000,Zuzana Roithová,Czech Republic,790608186.0
45001,"List of MPs elected in the Czech legislative election, 2017",Czech Republic,790838510.0
45002,Martin Jahn,Czech Republic,791374581.0
45003,Pavel Rychetský,Czech Republic,792417439.0
45004,Gustáv Slamečka,Czech Republic,792476721.0
45005,Edvard Kožušník,Czech Republic,793087579.0
45006,Jan Masaryk,Czech Republic,793642926.0
45007,Jan Koukal,Czech Republic,794146543.0
45008,Pavel Bém,Czech Republic,794995687.0
45009,"List of MPs elected in the Czech legislative election, 2013",Czech Republic,795098385.0
45010,Vít Bárta,Czech Republic,795377941.0
45011,Karl Kautsky,Czech Republic,795807571.0
45012,Karl von Czyhlarz,Czech Republic,795809115.0
45013,Václav Fresl,Czech Republic,796253432.0
45014,Josef Václav Frič,Czech Republic,796403608.0
45015,Tomáš Zdechovský,Czech Republic,796749458.0
45016,Andrea Češková,Czech Republic,796751775.0
45017,Dana Kuchtová,Czech Republic,796752629.0
45018,Rudolf Margolius,Czech Republic,796825099.0
45019,František Ladislav Rieger,Czech Republic,797539957.0
45020,Petr Mach,Czech Republic,797842545.0
45021,Jaroslava Moserová,Czech Republic,798490261.0
45022,Vávra Suk,Czech Republic,798648973.0
45023,Vojtěch Náprstek,Czech Republic,798686948.0
45024,Lubomír Štrougal,Czech Republic,798705619.0
45025,Jan Krejčí,Czech Republic,798796793.0
45026,Radek John,Czech Republic,798944631.0
45027,Jan Jesenius,Czech Republic,799301686.0
45028,Josef Ježek,Czech Republic,800555146.0
45029,Jana Bobošíková,Czech Republic,800754664.0
45030,Franz Anton von Kolowrat-Liebsteinsky,Czech Republic,800883412.0
45031,Viktor Dyk,Czech Republic,800925236.0
45032,Alois Jirásek,Czech Republic,800925518.0
45033,"Alexander von Mensdorff-Pouilly, Prince Dietrichstein von Nicolsburg",Czech Republic,801939668.0
45034,Adriana Krnáčová,Czech Republic,801972898.0
45035,Ondřej Liška,Czech Republic,802013967.0
45036,Marcel Chládek,Czech Republic,802054500.0
45037,Miroslava Kopicová,Czech Republic,802055280.0
45038,Milan Chovanec,Czech Republic,802060218.0
45039,František Bublan,Czech Republic,802060471.0
45040,Jiří Dienstbier Jr.,Czech Republic,802069244.0
45041,Táňa Fischerová,Czech Republic,802360196.0
45042,Václav Jehlička,Czech Republic,802365998.0
45043,Viliam Široký,Czech Republic,802416926.0
45044,Miroslav Lidinský,Czech Republic,802531379.0
45045,Petr Cibulka,Czech Republic,802834939.0
45046,Anna Šabatová,Czech Republic,802875800.0
45047,Adolph Aloys von Braun,Czech Republic,803332354.0
45048,Dana Bérová,Czech Republic,803438779.0
45049,František Palacký,Czech Republic,803658529.0
45050,Miroslav Kostelka,Czech Republic,803709959.0
45051,Martin Barták,Czech Republic,803793256.0
45052,Karolína Peake,Czech Republic,803794383.0
45053,Petr Ježek,Czech Republic,803983301.0
45054,František Udržal,Czech Republic,804093764.0
45055,Václav Havel,Czech Republic,804569724.0
45056,Pavel Fischer,Czech Republic,804582256.0
45057,Eva Tylová,Czech Republic,804591494.0
45058,Dana Jurásková,Czech Republic,804715205.0
45059,Svatopluk Němeček,Czech Republic,804715467.0
45060,Richard Brabec,Czech Republic,804820949.0
45061,Jan Fischer (politician),Czech Republic,804868436.0
45062,Martin Pecina,Czech Republic,804869147.0
45063,Vlasta Parkanová,Czech Republic,804871394.0
45064,Martin Bursík,Czech Republic,804879673.0
45065,Lubomír Zaorálek,Czech Republic,805037426.0
45066,Radola Gajda,Czech Republic,805084705.0
45067,Karel Schwarzenberg,Czech Republic,805176779.0
45068,Vlasta Svobodová,Czech Republic,805179298.0
45069,Ondřej Přikryl,Czech Republic,805352758.0
45070,Milada Horáková,Czech Republic,805439919.0
45071,Martin Holcát,Czech Republic,805824502.0
45072,Alena Dernerová,Czech Republic,805946007.0
45073,Marian Jurečka,Czech Republic,806049453.0
45074,Pavel Bělobrádek,Czech Republic,806085100.0
45075,Dan Ťok,Czech Republic,806231200.0
45076,Jiří Dienstbier,Czech Republic,806490518.0
45077,Rudolf Slánský,Czech Republic,806504904.0
45078,Alexandr Vondra,Czech Republic,806537585.0
45079,Jaroslav Šedivý,Czech Republic,806538241.0
45080,Cyril Svoboda,Czech Republic,806538320.0
45081,Jan Kohout,Czech Republic,806539480.0
45082,Miloš Vystrčil,Czech Republic,806558617.0
45083,Alois Eliáš,Czech Republic,806566913.0
45084,Jan Skopeček (politician),Czech Republic,806569308.0
45085,Miloslav Ludvík,Czech Republic,806586185.0
45086,Martin Kupka,Czech Republic,806636602.0
45087,Matěj Stropnický,Czech Republic,806650264.0
45088,Petr Šimerka,Czech Republic,806669645.0
45089,Jaromír Drábek,Czech Republic,806669709.0
45090,Ludmila Müllerová,Czech Republic,806669752.0
45091,Jan Veleba (politician),Czech Republic,806672899.0
45092,František Ringo Čech,Czech Republic,806673245.0
45093,Michaela Marksová,Czech Republic,806673585.0
45094,Robert Pelikán,Czech Republic,806708361.0
45095,Karla Šlechtová,Czech Republic,806708532.0
45096,Stanislav Gross,Czech Republic,806720477.0
45097,Martin Stropnický,Czech Republic,806729653.0
45098,Leoš Heger,Czech Republic,806751902.0
45099,Bohuslav Svoboda,Czech Republic,806850638.0
45100,Miroslava Němcová,Czech Republic,806876791.0
45101,Zbyněk Stanjura,Czech Republic,806900987.0
45102,Drahomíra Miklošová,Czech Republic,806988445.0
45103,Václav Klaus Jr.,Czech Republic,806991412.0
45104,Dominik Feri,Czech Republic,807058182.0
45105,Alexandra Udženija,Czech Republic,807102237.0
45106,Ivan Pilný,Czech Republic,807333095.0
45107,Marta Semelová,Czech Republic,807334610.0
45108,Daniel Herman,Czech Republic,807334657.0
45109,Jan Hamáček,Czech Republic,807353609.0
45110,Michal Horáček,Czech Republic,807358143.0
45111,Václav Klaus,Czech Republic,807382193.0
45112,Martin Kuba,Czech Republic,807394304.0
45113,Martin Říman,Czech Republic,807394725.0
45114,Kateřina Valachová,Czech Republic,807399097.0
45115,Vladimír Tošovský,Czech Republic,807415625.0
45116,Pavel Svoboda,Czech Republic,807416099.0
45117,Petr Fiala,Czech Republic,807420515.0
45118,Vladimír Špidla,Czech Republic,807462107.0
45119,Timoteo Menéndez,Salvadoran,566504165.0
45120,Joaquín Escolán y Balibrera,Salvadoran,679294949.0
45121,Fermín Palacios,Salvadoran,705353491.0
45122,Eugenio Aguilar,Salvadoran,705353565.0
45123,Tomás Medina,Salvadoran,705353584.0
45124,Ramón Rodríguez (Salvadoran politician),Salvadoran,705353647.0
45125,Vicente Gómez,Salvadoran,705353678.0
45126,Lorenzo Zepeda,Salvadoran,705353843.0
45127,José María Peralta,Salvadoran,705353896.0
45128,Francisco Menéndez,Salvadoran,705353975.0
45129,Pedro José Escalón,Salvadoran,705354095.0
45130,Fernando Figueroa,Salvadoran,705354112.0
45131,Carlos Meléndez (politician),Salvadoran,705354212.0
45132,Fabio Castillo Figueroa,Salvadoran,705385310.0
45133,Ricardo Montenegro,Salvadoran,706769596.0
45134,Rafael Campo,Salvadoran,707399758.0
45135,Miguel Santín del Castillo,Salvadoran,707400213.0
45136,Osmín Aguirre y Salinas,Salvadoran,707403482.0
45137,Eusebio Rodolfo Cordón Cea,Salvadoran,707404888.0
45138,Juan José Guzmán,Salvadoran,707519272.0
45139,Juan José Cañas,Salvadoran,708089470.0
45140,José Gregorio Salazar,Salvadoran,710543364.0
45141,Diego Vigil Cocaña,Salvadoran,710555824.0
45142,Nicolás Espinoza,Salvadoran,710578840.0
45143,Pedro Barriere,Salvadoran,710677703.0
45144,Joaquín de San Martín,Salvadoran,710828020.0
45145,José Félix Quirós,Salvadoran,714256648.0
45146,Edgardo Carlos Suárez Mallagray,Salvadoran,717903674.0
45147,Aníbal Portillo,Salvadoran,720419598.0
45148,José Francisco Valiente,Salvadoran,720478176.0
45149,Diego de Holguín,Salvadoran,720623176.0
45150,Sigfrido Reyes Morales,Salvadoran,720633452.0
45151,Manuel Enrique Araujo,Salvadoran,723277343.0
45152,Joaquín Eufrasio Guzmán,Salvadoran,730854147.0
45153,Francisco Malespín,Salvadoran,730864227.0
45154,Rodrigo Ávila,Salvadoran,733791467.0
45155,Mario Aguiñada Carranza,Salvadoran,736491718.0
45156,David Rodríguez Rivera,Salvadoran,738362225.0
45157,Carlos Ezeta,Salvadoran,741190933.0
45158,Andrés Ignacio Menéndez,Salvadoran,742279612.0
45159,Gerardo Barrios,Salvadoran,743252984.0
45160,Rubén Zamora,Salvadoran,748418081.0
45161,Antonio José Cañas,Salvadoran,749973666.0
45162,José Atilio Benítez Parada,Salvadoran,749976455.0
45163,Violeta Menjívar,Salvadoran,757618572.0
45164,Santiago González (politician),Salvadoran,757977772.0
45165,Rosa Amelia Guzmán,Salvadoran,758287489.0
45166,Gloria Salguero Gross,Salvadoran,758288293.0
45167,David Joaquín Guzmán,Salvadoran,765528693.0
45168,Francisco Gómez (El Salvador President),Salvadoran,766757526.0
45169,Francisco Dueñas,Salvadoran,769575358.0
45170,Rafael Zaldívar,Salvadoran,770682721.0
45171,Óscar Ortiz (El Salvador),Salvadoran,774857245.0
45172,José Damián Villacorta,Salvadoran,777601256.0
45173,José Escolástico Marín,Salvadoran,777602660.0
45174,José María Cornejo,Salvadoran,777612972.0
45175,José María Peralta Lagos,Salvadoran,777613551.0
45176,José María San Martín,Salvadoran,777613737.0
45177,José María Silva,Salvadoran,777613786.0
45178,Juan Manuel Rodríguez,Salvadoran,777685186.0
45179,Juan Vicente Villacorta Díaz,Salvadoran,777698313.0
45180,Juan José Daboub,Salvadoran,778564487.0
45181,José Arturo Vásquez Machado,Salvadoran,779894617.0
45182,Andrés del Valle,Salvadoran,779931580.0
45183,Lilian Mercedes Letona,Salvadoran,780552804.0
45184,Carlos Quintanilla Schmidt,Salvadoran,780701356.0
45185,Enrique Álvarez Córdova,Salvadoran,781102914.0
45186,Arturo Araujo,Salvadoran,782520448.0
45187,Rubén Alonso Rosales,Salvadoran,782652818.0
45188,Mariano Prado,Salvadoran,783472679.0
45189,Pío Romero Bosque,Salvadoran,784506431.0
45190,Alfonso Quiñónez Molina,Salvadoran,785229840.0
45191,Jorge Meléndez,Salvadoran,786063735.0
45192,Carmen Elena Figueroa,Salvadoran,786068145.0
45193,Felipe Codallos,Salvadoran,786492357.0
45194,Tomás Regalado (Salvadoran politician),Salvadoran,786492366.0
45195,Doroteo Vasconcelos,Salvadoran,788264133.0
45196,Alfredo Cristiani,Salvadoran,788447923.0
45197,Óscar Osorio,Salvadoran,791821555.0
45198,Lourdes Rodríguez de Flores,Salvadoran,791907279.0
45199,Álvaro Magaña,Salvadoran,791907345.0
45200,Salvador Castaneda Castro,Salvadoran,791911972.0
45201,Julio Adalberto Rivera Carballo,Salvadoran,792385744.0
45202,Carlos Salazar Castro,Salvadoran,793184472.0
45203,Maximiliano Hernández Martínez,Salvadoran,793642670.0
45204,Reynaldo Galindo Pohl,Salvadoran,794052085.0
45205,Ciro Cruz Zepeda,Salvadoran,794459622.0
45206,Ana Ligia Mixco Sol de Saca,Salvadoran,794561394.0
45207,Carlos Humberto Romero,Salvadoran,794988963.0
45208,Ana María,Salvadoran,795573859.0
45209,Arturo Armando Molina,Salvadoran,796131598.0
45210,Carlos Eugenio Vides Casanova,Salvadoran,797151261.0
45211,Miguel Álvarez Castro,Salvadoran,798306895.0
45212,José Guillermo García,Salvadoran,798460321.0
45213,Marisol Argueta de Barillas,Salvadoran,798896224.0
45214,René Emilio Ponce,Salvadoran,799918049.0
45215,Guillermo Ungo,Salvadoran,800478736.0
45216,Antonio Saca,Salvadoran,802075785.0
45217,Hugo Lindo,Salvadoran,802944082.0
45218,Schafik Handal,Salvadoran,803674894.0
45219,Ana Vilma de Escobar,Salvadoran,803927035.0
45220,Juan Lindo,Salvadoran,804134156.0
45221,Mauricio Funes,Salvadoran,804528819.0
45222,Vice President of El Salvador,Salvadoran,804538892.0
45223,Francisco Flores Pérez,Salvadoran,804606321.0
45224,José Napoleón Duarte,Salvadoran,804809409.0
45225,Armando Calderón Sol,Salvadoran,804991452.0
45226,Fidel Sánchez Hernández,Salvadoran,805353238.0
45227,Rafael Antonio Gutiérrez,Salvadoran,805474907.0
45228,Irma Dimas,Salvadoran,806010405.0
45229,Manuel José Arce,Salvadoran,806057984.0
45230,President of El Salvador,Salvadoran,806101149.0
45231,José Matías Delgado,Salvadoran,806731535.0
45232,Vanda Pignato,Salvadoran,806958982.0
45233,José María Lemus,Salvadoran,807175924.0
45234,Salvador Sánchez Cerén,Salvadoran,807210786.0
45235,Gervas Clay,Rhodesian,574571582.0
45236,Harry Davies (politician),Rhodesian,669387487.0
45237,William Fairbridge,Rhodesian,682576258.0
45238,Washington Malianga,Rhodesian,711506001.0
45239,Ronald Snapper,Rhodesian,712233907.0
45240,Gerald B. Clarke,Rhodesian,747497059.0
45241,Francis Chaplin,Rhodesian,763530115.0
45242,Roger Hawkins (politician),Rhodesian,763533706.0
45243,George Mitchell (Rhodesia),Rhodesian,763540238.0
45244,John Landau,Rhodesian,763870152.0
45245,Byron Hove,Rhodesian,763951988.0
45246,Hilary Squires,Rhodesian,766847256.0
45247,Cecil Dennistoun Burney,Rhodesian,774837666.0
45248,Mark Partridge,Rhodesian,780260926.0
45249,Prime Minister of Rhodesia,Rhodesian,782602484.0
45250,Leo Cardwell Ross,Rhodesian,783150296.0
45251,Josiah Gondo,Rhodesian,783150589.0
45252,Dunduzu Chisiza,Rhodesian,783301534.0
45253,Allan Ross Welsh,Rhodesian,784562559.0
45254,John Moore Caldicott,Rhodesian,784757829.0
45255,John Ralph Beaumont,Rhodesian,784758963.0
45256,Leonard Ray Morgan,Rhodesian,784769027.0
45257,Raleigh Grey,Rhodesian,784826325.0
45258,Robert Clarkson Tredgold,Rhodesian,784830601.0
45259,Robert James Hudson,Rhodesian,784831407.0
45260,William Harper (Rhodesian politician),Rhodesian,784870217.0
45261,Rowan Cronjé,Rhodesian,784974615.0
45262,Edgar Whitehead,Rhodesian,786601705.0
45263,Henry Hamilton Beamish,Rhodesian,786659504.0
45264,Lionel Cripps,Rhodesian,787105083.0
45265,A. R. Colquhoun,Rhodesian,787147677.0
45266,John McChlery,Rhodesian,787854502.0
45267,Jeremiah Chirau,Rhodesian,789545107.0
45268,Winston Field,Rhodesian,789689591.0
45269,Howard Unwin Moffat,Rhodesian,790010191.0
45270,Ken Flower,Rhodesian,794528943.0
45271,Andrew Skeen (Rhodesia),Rhodesian,795348776.0
45272,Hugh Beadle,Rhodesian,795369277.0
45273,Hugh Marshall Hole,Rhodesian,795483112.0
45274,Roy Welensky,Rhodesian,797314307.0
45275,Abel Muzorewa,Rhodesian,797407618.0
45276,Signatories of Rhodesia's Unilateral Declaration of Independence,Rhodesian,797546082.0
45277,Jack Howman,Rhodesian,798384751.0
45278,Ethel Tawse Jollie,Rhodesian,798492985.0
45279,Alan David Butler,Rhodesian,799332728.0
45280,Jack William Pithey,Rhodesian,799548505.0
45281,President of Rhodesia,Rhodesian,799548556.0
45282,Denis Walker,Rhodesian,799608339.0
45283,James Cowden,Rhodesian,800407772.0
45284,Herbert Chitepo,Rhodesian,800416336.0
45285,Thomas Nangle,Rhodesian,800479460.0
45286,Timothy Stamps,Rhodesian,800986051.0
45287,Sam Levy,Rhodesian,801716406.0
45288,Humphrey Gibbs,Rhodesian,801718040.0
45289,P. K. van der Byl,Rhodesian,801795215.0
45290,Clifford Dupont,Rhodesian,801876681.0
45291,Lance Smith (politician),Rhodesian,802151785.0
45292,Desmond Lardner-Burke,Rhodesian,802930161.0
45293,John Bredenkamp,Rhodesian,803620246.0
45294,Frank Rhodes (British Army officer),Rhodesian,804040348.0
45295,Ernest Lucas Guest,Rhodesian,804101492.0
45296,Godfrey Chidyausiku,Rhodesian,804650400.0
45297,Richard Hope Hall,Rhodesian,804743937.0
45298,Crosaire,Rhodesian,804806363.0
45299,Gaston Thornicroft,Rhodesian,804877226.0
45300,"James Graham, 7th Duke of Montrose",Rhodesian,805372073.0
45301,Ahrn Palley,Rhodesian,805960143.0
45302,Allan Savory,Rhodesian,806153816.0
45303,Ian Smith,Rhodesian,806532780.0
45304,Garfield Todd,Rhodesian,807097467.0
45305,Douglas Hamilton Ritchie,Rhodesian,807159903.0
45306,Godfrey Huggins,Rhodesian,807160082.0
45307,George Hackwill,Rhodesian,807283218.0
45308,Henry Everard,Rhodesian,807425613.0
45309,John Wrathall,Rhodesian,807425747.0
45310,Mavua Mudima,"Congo, Dem. Rep. of",592289232.0
45311,List of provincial governors of the Democratic Republic of the Congo,"Congo, Dem. Rep. of",663088604.0
45312,Eugène Diomi Ndongala Nzomambu,"Congo, Dem. Rep. of",705390654.0
45313,Théophile Mbemba Fundu,"Congo, Dem. Rep. of",705707214.0
45314,Ntumba Luaba,"Congo, Dem. Rep. of",705723187.0
45315,Myra Ndjoku Manianga,"Congo, Dem. Rep. of",705723441.0
45316,André-Philippe Futa,"Congo, Dem. Rep. of",708009445.0
45317,Gérard Gifuza,"Congo, Dem. Rep. of",708358969.0
45318,Koloso Sumaili,"Congo, Dem. Rep. of",708359204.0
45319,Célestin Cibalonza Byaterana,"Congo, Dem. Rep. of",713195149.0
45320,Emmanuel Leku Apuobo,"Congo, Dem. Rep. of",713198718.0
45321,Kisula Ngoy,"Congo, Dem. Rep. of",713583472.0
45322,Jean Collins Musonda Kalusambo,"Congo, Dem. Rep. of",714150941.0
45323,Denis Kalume Numbi,"Congo, Dem. Rep. of",714220527.0
45324,Delphin Kyubwa,"Congo, Dem. Rep. of",718961623.0
45325,Sylvain Ngabu Chumbu,"Congo, Dem. Rep. of",720858135.0
45326,José Endundo Bononge,"Congo, Dem. Rep. of",721206007.0
45327,Richard Muyej Mangez,"Congo, Dem. Rep. of",723913158.0
45328,Sébastien Impeto Pengo,"Congo, Dem. Rep. of",725141090.0
45329,Clovis Kabongo Malemba,"Congo, Dem. Rep. of",733051797.0
45330,François Nicéphore Kakese,"Congo, Dem. Rep. of",737533634.0
45331,Raymond Ramazani Baya,"Congo, Dem. Rep. of",742707920.0
45332,Mulumba Lukoji,"Congo, Dem. Rep. of",743061455.0
45333,Alexandre Luba Ntambo,"Congo, Dem. Rep. of",749397818.0
45334,Oscar Kashala,"Congo, Dem. Rep. of",749419078.0
45335,Jean-Marie Runiga Lugerero,"Congo, Dem. Rep. of",750725157.0
45336,Christian Malanga,"Congo, Dem. Rep. of",751152656.0
45337,Faustin Birindwa,"Congo, Dem. Rep. of",751361476.0
45338,Chikez Diemu,"Congo, Dem. Rep. of",753704394.0
45339,Minister of Foreign Affairs (Democratic Republic of the Congo),"Congo, Dem. Rep. of",754344309.0
45340,Edouard Kiove Kola,"Congo, Dem. Rep. of",756510063.0
45341,Daniel Mukoko Samba,"Congo, Dem. Rep. of",757821887.0
45342,Dolly Makambo Nawezi,"Congo, Dem. Rep. of",763323939.0
45343,Germain Kambinga,"Congo, Dem. Rep. of",763943185.0
45344,Richard Ndambu Wolang,"Congo, Dem. Rep. of",764771546.0
45345,Simon Mbatshi Batshia,"Congo, Dem. Rep. of",764771615.0
45346,José Makila Sumanda,"Congo, Dem. Rep. of",764771652.0
45347,Trésor Kapuku Ngoy,"Congo, Dem. Rep. of",764771697.0
45348,Charles Mwando Simba,"Congo, Dem. Rep. of",764791046.0
45349,Jules Fontaine Sambwa,"Congo, Dem. Rep. of",765570258.0
45350,Mabi Mulumba,"Congo, Dem. Rep. of",765799138.0
45351,N'Singa Udjuu,"Congo, Dem. Rep. of",765799213.0
45352,Sultani Makenga,"Congo, Dem. Rep. of",765834828.0
45353,Josué Alex Mukendi,"Congo, Dem. Rep. of",765871730.0
45354,Raymond Tshibanda,"Congo, Dem. Rep. of",765923988.0
45355,Banza Mukalay,"Congo, Dem. Rep. of",765924619.0
45356,Évariste Boshab,"Congo, Dem. Rep. of",765925554.0
45357,Marie-Ange Mushobekwa,"Congo, Dem. Rep. of",766647953.0
45358,Jean Andeka,"Congo, Dem. Rep. of",768228272.0
45359,Aimé Ngoy Mukena,"Congo, Dem. Rep. of",768670214.0
45360,Aimé Boji,"Congo, Dem. Rep. of",772045942.0
45361,Léonard Mulamba,"Congo, Dem. Rep. of",772317052.0
45362,Noel K Tshiani Muadiamvita,"Congo, Dem. Rep. of",772818039.0
45363,Kasongo Ilunga,"Congo, Dem. Rep. of",774263410.0
45364,Pierre Lumbi Okongo,"Congo, Dem. Rep. of",774679596.0
45365,Jeannette Kavira Mapera,"Congo, Dem. Rep. of",776372644.0
45366,Vice-Presidents of the Democratic Republic of the Congo,"Congo, Dem. Rep. of",780035740.0
45367,Odilon Kafitwe wa pa Bowa,"Congo, Dem. Rep. of",780757242.0
45368,Louis Alphonse Koyagialo,"Congo, Dem. Rep. of",782350026.0
45369,Luzolo Bambi Lessa,"Congo, Dem. Rep. of",782618365.0
45370,Jonas Mukamba Kadiata Nzemba,"Congo, Dem. Rep. of",782825984.0
45371,Arthur Z'ahidi Ngoma,"Congo, Dem. Rep. of",783354232.0
